date,18,19,20
8/27/18,30.20000,30.40000,30.10000
8/28/18,34.00000,33.30000,32.20000
8/29/18,35.60000,35.10000,33.60000
8/30/18,35.40000,35.60000,34.80000
8/31/18,34.20000,33.70000,34.10000
9/1/18,35.50000,34.40000,33.60000
9/2/18,34.40000,30.20000,29.90000
9/3/18,38.30000,38.40000,36.80000
9/4/18,33.90000,32.30000,31.40000
9/5/18,33.40000,32.50000,31.90000
9/6/18,33.50000,33.10000,31.30000
9/7/18,33.70000,32.20000,31.20000
9/8/18,30.60000,29.70000,29.30000
9/9/18,30.90000,28.50000,28.30000
9/10/18,34.50000,33.30000,33.30000
9/11/18,36.30000,35.70000,34.10000
9/12/18,33.10000,32.20000,31.10000
9/13/18,36.50000,35.20000,34.10000
9/14/18,40.60000,40.20000,39.40000
9/15/18,38.60000,38.00000,37.90000
9/16/18,39.00000,34.90000,34.40000
9/17/18,41.10000,40.10000,39.20000
9/18/18,41.80000,41.00000,40.90000
9/19/18,42.90000,42.50000,41.40000
9/20/18,39.90000,39.80000,39.20000
9/21/18,46.80000,46.00000,45.60000
9/22/18,45.00000,45.60000,45.30000
9/23/18,43.90000,39.60000,40.10000
9/24/18,49.10000,47.60000,46.50000
9/25/18,49.40000,48.20000,46.90000
9/26/18,47.10000,46.80000,47.20000
9/27/18,45.00000,44.20000,43.20000
9/28/18,48.40000,47.60000,47.30000
9/29/18,49.50000,48.60000,48.60000
9/30/18,45.60000,42.10000,42.20000
10/1/18,43.70000,43.30000,42.70000
10/2/18,49.70000,49.70000,48.20000
10/3/18,45.30000,44.00000,42.30000
10/4/18,45.80000,44.40000,44.40000
10/5/18,48.20000,48.30000,47.50000
10/6/18,43.90000,43.70000,43.60000
10/7/18,42.20000,37.20000,36.70000
10/8/18,46.60000,45.20000,44.50000
10/9/18,53.50000,52.00000,50.80000
10/10/18,55.60000,54.30000,54.20000
10/11/18,54.70000,52.80000,52.90000
10/12/18,51.30000,51.70000,51.30000
10/13/18,45.30000,45.20000,43.80000
10/14/18,45.30000,40.30000,40.40000
10/15/18,45.20000,44.70000,44.50000
10/16/18,52.40000,52.00000,50.90000
10/17/18,47.70000,48.50000,47.80000
10/18/18,52.10000,51.20000,49.20000
10/19/18,46.30000,45.40000,44.20000
10/20/18,42.00000,41.80000,40.80000
10/21/18,32.40000,29.20000,28.30000
10/22/18,42.70000,42.10000,41.20000
10/23/18,42.70000,42.50000,42.00000
10/24/18,47.30000,46.60000,44.60000
10/25/18,42.50000,41.80000,41.20000
10/26/18,43.90000,42.70000,42.90000
10/27/18,28.60000,28.70000,28.60000
10/28/18,36.40000,33.80000,34.00000
10/29/18,43.30000,42.30000,41.40000
10/30/18,45.70000,44.20000,44.40000
10/31/18,39.10000,38.90000,39.10000
11/1/18,44.00000,42.80000,42.60000
11/2/18,41.70000,42.90000,39.80000
11/3/18,35.50000,35.20000,35.00000
11/4/18,38.00000,37.60000,35.50000
11/5/18,43.20000,42.90000,42.50000
11/6/18,41.50000,41.00000,40.40000
11/7/18,41.60000,41.50000,41.30000
11/8/18,40.10000,39.40000,39.00000
11/9/18,41.40000,40.80000,42.00000
11/10/18,33.50000,33.00000,32.90000
11/11/18,38.50000,38.40000,36.00000
11/12/18,30.90000,29.80000,29.60000
11/13/18,42.30000,41.70000,41.40000
11/14/18,41.40000,41.00000,41.20000
11/15/18,43.30000,43.60000,42.90000
11/16/18,42.50000,41.90000,41.90000
11/17/18,36.80000,35.90000,36.30000
11/18/18,24.70000,24.80000,22.60000
11/19/18,38.10000,37.70000,37.50000
11/20/18,37.90000,38.10000,37.30000
11/21/18,40.30000,39.50000,39.30000
11/22/18,40.10000,39.20000,39.00000
11/23/18,40.60000,40.70000,40.80000
11/24/18,30.90000,30.10000,29.30000
11/25/18,37.20000,36.80000,33.90000
11/26/18,41.40000,40.00000,39.80000
11/27/18,43.00000,42.00000,41.80000
11/28/18,41.00000,40.70000,40.60000
11/29/18,42.70000,42.10000,41.60000
11/30/18,48.90000,48.50000,47.40000
12/1/18,34.60000,35.10000,34.70000
12/2/18,30.40000,30.20000,27.30000
12/3/18,41.70000,42.00000,41.30000
12/4/18,41.00000,40.00000,39.90000
12/5/18,44.20000,43.50000,43.20000
12/6/18,43.10000,44.30000,44.00000
12/7/18,43.00000,42.50000,43.10000
12/8/18,29.00000,28.40000,28.70000
12/9/18,38.20000,38.50000,34.90000
12/10/18,44.10000,42.30000,42.10000
12/11/18,45.70000,44.80000,45.20000
12/12/18,43.40000,42.10000,42.30000
12/13/18,43.50000,43.60000,43.40000
12/14/18,41.80000,41.30000,41.60000
12/15/18,28.20000,28.60000,28.40000
12/16/18,37.50000,36.80000,32.50000
12/17/18,40.50000,39.70000,39.70000
12/18/18,39.70000,39.40000,39.30000
12/19/18,40.70000,38.90000,39.10000
12/20/18,38.40000,38.40000,38.20000
12/21/18,41.00000,40.90000,40.00000
12/22/18,33.30000,33.10000,33.40000
12/23/18,37.40000,37.00000,33.30000
12/24/18,40.10000,41.00000,40.70000
12/25/18,43.50000,42.40000,41.90000
12/26/18,41.30000,40.70000,40.50000
12/27/18,43.40000,42.40000,42.70000
12/28/18,41.90000,41.20000,41.70000
12/29/18,36.50000,36.50000,36.20000
12/30/18,38.10000,38.50000,33.40000
12/31/18,41.90000,40.60000,40.00000
1/1/19,38.70000,39.10000,39.50000
1/2/19,41.00000,40.50000,39.60000
1/3/19,40.70000,39.80000,39.00000
1/4/19,40.20000,38.30000,37.80000
1/5/19,33.70000,34.10000,33.30000
1/6/19,36.80000,37.00000,33.90000
1/7/19,40.40000,40.40000,40.50000
1/8/19,43.10000,42.10000,42.30000
1/9/19,42.60000,42.10000,41.70000
1/10/19,41.50000,40.90000,41.30000
1/11/19,40.10000,39.50000,39.20000
1/12/19,29.30000,29.10000,28.70000
1/13/19,37.80000,38.20000,33.30000
1/14/19,42.00000,41.20000,38.70000
1/15/19,37.70000,38.10000,37.60000
1/16/19,40.70000,40.30000,39.20000
1/17/19,37.70000,36.30000,38.00000
1/18/19,39.80000,38.70000,39.00000
1/19/19,31.10000,31.10000,31.30000
1/20/19,34.40000,33.90000,32.00000
1/21/19,36.50000,36.70000,37.20000
1/22/19,42.10000,40.80000,39.70000
1/23/19,39.30000,39.10000,39.90000
1/24/19,38.70000,38.20000,38.40000
1/25/19,37.20000,36.60000,37.20000
1/26/19,34.00000,34.10000,34.20000
1/27/19,35.00000,35.90000,31.90000
1/28/19,41.60000,42.00000,41.90000
1/29/19,39.10000,38.80000,40.00000
1/30/19,41.80000,41.00000,39.60000
1/31/19,39.20000,38.70000,38.10000
2/1/19,42.40000,41.70000,41.50000
2/2/19,33.20000,33.30000,33.30000
2/3/19,37.30000,38.10000,33.90000
2/4/19,37.90000,36.70000,37.60000
2/5/19,40.90000,39.50000,37.90000
2/6/19,37.20000,37.40000,36.40000
2/7/19,36.20000,35.80000,35.50000
2/8/19,36.30000,35.50000,35.30000
2/9/19,35.70000,36.10000,35.80000
2/10/19,32.50000,32.10000,30.90000
2/11/19,39.30000,38.10000,37.50000
2/12/19,37.90000,37.80000,36.60000
2/13/19,39.80000,38.70000,38.70000
2/14/19,37.00000,36.60000,36.50000
2/15/19,39.30000,39.10000,39.10000
2/16/19,35.90000,36.10000,36.40000
2/17/19,36.70000,36.60000,32.30000
2/18/19,37.00000,36.90000,36.30000
2/19/19,37.80000,38.40000,38.20000
2/20/19,37.40000,37.00000,35.70000
2/21/19,39.60000,39.20000,38.50000
2/22/19,40.40000,39.60000,38.80000
2/23/19,41.80000,41.60000,40.80000
2/24/19,38.50000,38.20000,35.90000
2/25/19,44.20000,42.60000,42.20000
2/26/19,47.60000,45.80000,44.20000
2/27/19,52.00000,47.50000,46.00000
2/28/19,40.40000,40.50000,39.40000
3/1/19,43.50000,40.70000,40.50000
3/2/19,38.20000,37.80000,38.10000
3/3/19,38.10000,37.90000,34.20000
3/4/19,43.70000,42.10000,40.50000
3/5/19,48.40000,46.20000,45.90000
3/6/19,47.10000,46.50000,45.90000
3/7/19,47.00000,47.10000,46.40000
3/8/19,45.30000,45.10000,45.90000
3/9/19,46.60000,46.40000,44.60000
3/10/19,42.20000,41.60000,38.10000
3/11/19,43.70000,45.00000,44.50000
3/12/19,42.30000,42.80000,42.80000
3/13/19,44.90000,44.30000,43.90000
3/14/19,44.40000,43.40000,41.00000
3/15/19,43.40000,43.80000,44.00000
3/16/19,41.90000,41.60000,42.10000
3/17/19,42.30000,42.20000,36.30000
3/18/19,46.60000,45.20000,45.70000
3/19/19,47.30000,47.80000,47.80000
3/20/19,45.20000,45.30000,45.60000
3/21/19,45.60000,45.20000,45.50000
3/22/19,42.70000,43.80000,43.40000
3/23/19,44.90000,44.40000,45.50000
3/24/19,41.90000,41.50000,38.20000
3/25/19,45.20000,44.70000,44.60000
3/26/19,43.20000,41.50000,41.50000
3/27/19,46.60000,46.00000,45.70000
3/28/19,45.30000,44.10000,43.30000
3/29/19,51.80000,46.40000,45.30000
3/30/19,44.20000,43.30000,43.30000
3/31/19,42.00000,42.30000,38.70000
4/1/19,41.10000,40.10000,39.50000
4/2/19,32.60000,30.50000,30.30000
4/3/19,42.50000,42.30000,41.10000
4/4/19,43.80000,43.40000,43.30000
4/5/19,41.90000,41.30000,41.70000
4/6/19,42.60000,42.60000,42.70000
4/7/19,40.30000,36.10000,35.80000
4/8/19,39.50000,39.50000,38.90000
4/9/19,34.10000,33.50000,32.80000
4/10/19,41.90000,40.50000,39.70000
4/11/19,42.20000,41.60000,41.10000
4/12/19,43.00000,42.30000,42.50000
4/13/19,39.50000,39.90000,39.30000
4/14/19,40.20000,38.10000,37.40000
4/15/19,42.30000,42.10000,41.60000
